2012012180	1	1433816804735	1433816888272	83537	83537
2012012180	2	1433817103333	1433817294028	190695	190695
2012012180	3	1433816438920	1433816496144	57224	57224
2012012180	6	1433814907687	1433815043717	136030	136030
2012012180	7	1433815837804	1433815984814	147010	147010
2012012180	8	1433816596656	1433816722613	125957	125957
2012012180	11	1433815245939	1433815396293	150354	150354
2012012180	13	1433814513494	1433814665895	152401	152401
2012012180	14	1433815605871	1433815701034	95163	95163
2012012180	15	9433658019765	1433816350618	-7999841669147	106620
2012012180	16	1433817856145	1433817949130	92985	92985
2012012180	18	1433817446990	1433817663380	216390	216390
2014011452	2	1434267469412	1434267548082	78670	78670
2014011452	3	1434266639135	1434266702299	63164	63164
2014011452	6	1434265667452	1434265790523	123071	123071
2014011452	7	1434267028471	1434267148473	120002	120002
2014011452	8	1434265434639	1434265511533	76894	76894
2014011452	9	1434267308353	1434267366943	58590	58590
2014011452	11	1434265901555	1434266016378	114823	114823
2014011452	14	1434266498440	1434266555095	56655	56655
2014011452	15	1434265082087	1434265153608	71521	71521
2014011452	16	1434265348727	1434265380234	31507	31507
2014011452	18	1434266775174	1434266892944	117770	117770
2014011452	19	1434266166398	1434266362829	196431	196431
2014011440	1	1434105854826	1434106050635	195809	195809
2014011440	3	1434103035335	1434103251912	216577	216577
2014011440	6	1434103834141	1434104141832	307691	307691
2014011440	9	1434101427614	1434101713658	286044	286044
2014011440	10	1434102174193	1434102569228	395035	395035
2014011440	12	1434106375044	1434106521095	146051	146051
2014011440	13	1434106663286	1434106833680	170394	170394
2014011440	15	1434104943727	1434105133488	189761	189761
2014011440	16	1434106209542	1434106306909	97367	97367
2014011440	17	1434105387483	1434105759256	371773	371773
2014011440	19	1434104390630	1434104712648	322018	322018
2014011440	20	1434103438990	1434103712161	273171	273171
2014012276	2	1436277966176	1436278066181	100005	100005
2014012276	4	1436272935658	1436273108648	172990	172990
2014012276	5	1436275450405	1436275668988	218583	218583
2014012276	6	1436277384465	1436277569458	184993	184993
2014012276	7	1436277695023	1436277827039	132016	132016
2014012276	10	1436273200858	1436273782394	581536	581536
2014012276	11	1436278245094	1436278333192	88098	88098
2014012276	14	1436277072120	1436277293786	221666	221666
2014012276	15	1436276496139	1436276780173	284034	284034
2014012276	17	1436273982087	1436274596291	614204	614204
2014012276	18	1436275890270	1436276275633	385363	385363
2014012276	19	1436274859737	1436275130537	270800	270800
2012012878	1	1433908941226	1433909246166	304940	304940
2012012878	2	1433907680142	1433908020040	339898	339898
2012012878	4	1433907158236	1433907479418	321182	321182
2012012878	6	1433906325586	1433906531442	205856	205856
2012012878	9	1433906736445	1433906983965	247520	247520
2012012878	12	1433908170226	1433908366152	195926	195926
2012012878	13	1433908530949	1433908707303	176354	176354
2012012878	14	1433906019503	1433906197213	177710	177710
2012012878	16	1433910088297	1433910248362	160065	160065
2012012878	17	1433909829417	1433909977037	147620	147620
2012012878	18	1433905452803	1433905714895	262092	262092
2012012878	19	1433909434565	1433909688278	253713	253713
2013012297	1	1433981887573	1433982179128	291555	291555
2013012297	2	1433984139763	1433984261624	121861	121861
2013012297	3	1433985110498	1433985149239	38741	38741
2013012297	7	1433983835873	1433983969992	134119	134119
2013012297	8	1433983385401	1433983642496	257095	257095
2013012297	10	1433985231798	1433985433399	201601	201601
2013012297	11	1433981514337	1433981746627	232290	232290
2013012297	14	1433981328509	1433981393010	64501	64501
2013012297	15	1433982393759	1433982595647	201888	201888
2013012297	17	1433984808899	1433984972697	163798	163798
2013012297	18	1433984384655	1433984553746	169091	169091
2013012297	20	1433982809541	1433983360125	550584	550584
2014012056	2	1433938537739	1433938808551	270812	270812
2014012056	3	1433941061088	1433941110683	49595	49595
2014012056	4	1433935537823	1433935752232	214409	214409
2014012056	5	1433940098121	1433940293101	194980	194980
2014012056	6	1433939081841	1433939204031	122190	122190
2014012056	7	1433936461891	1433936661087	199196	199196
2014012056	8	1433939408389	1433939540167	131778	131778
2014012056	10	1433936984045	1433937407681	423636	423636
2014012056	13	1433934845352	1433935181653	336301	336301
2014012056	15	1433937839470	1433938213533	374063	374063
2014012056	17	1433935878009	1433936287338	409329	409329
2014012056	20	1433940568182	1433940790621	222439	222439
2014011363	1	1434537419990	1434537692149	272159	272159
2014011363	2	1434533500224	1434533754153	253929	253929
2014011363	3	1434535822279	1434535903269	80990	80990
2014011363	4	1434537931215	1434538030953	99738	99738
2014011363	7	1434536532232	1434536842836	310604	310604
2014011363	10	1434534274482	1434534821745	547263	547263
2014011363	11	1434534031791	1434534112781	80990	80990
2014011363	13	1434536127790	1434536284155	156365	156365
2014011363	15	1434537032466	1434537251362	218896	218896
2014011363	16	1434535536537	1434535662521	125984	125984
2014011363	17	1434535005834	1434535328706	322872	322872
2014011363	20	1434536013223	1434536049946	36723	36723
2014012315	2	1433931191744	1433931630964	439220	439220
2014012315	3	1433930281529	1433930336023	54494	54494
2014012315	4	1433932254524	1433932322881	68357	68357
2014012315	5	1433929351435	1433929594443	243008	243008
2014012315	6	1433931857509	1433931947016	89507	89507
2014012315	7	1433932058507	1433932133188	74681	74681
2014012315	8	1433929796027	1433930054899	258872	258872
2014012315	10	1433932434834	1433932632311	197477	197477
2014012315	13	1433930991649	1433931064093	72444	72444
2014012315	15	1433930505575	1433930743259	237684	237684
2014012315	17	1433928927842	1433929192195	264353	264353
2014012315	20	1433932758432	1433932906463	148031	148031
2014011335	1	1433923584084	1433923871948	287864	287864
2014011335	2	1433918414623	1433918812879	398256	398256
2014011335	3	1433919081770	1433919189140	107370	107370
2014011335	5	1433921475866	1433921610164	134298	134298
2014011335	6	1433920966674	1433921194694	228020	228020
2014011335	8	1433919370582	1433919548209	177627	177627
2014011335	10	1433919842545	1433920183371	340826	340826
2014011335	11	1433917956908	1433918186642	229734	229734
2014011335	13	1433920538818	1433920681268	142450	142450
