2012012180	1	1
2012012180	2	2
2012012180	3	1
2012012180	6	2
2012012180	7	1
2012012180	8	1
2012012180	11	1
2012012180	13	2
2012012180	14	1
2012012180	15	4
2012012180	16	1
2012012180	18	1
2014011452	2	3
2014011452	3	1
2014011452	6	5
2014011452	7	5
2014011452	8	3
2014011452	9	3
2014011452	11	5
2014011452	14	3
2014011452	15	6
2014011452	16	2
2014011452	18	6
2014011452	19	6
2014011440	1	10
2014011440	3	11
2014011440	6	10
2014011440	9	8
2014011440	10	11
2014011440	12	7
2014011440	13	8
2014011440	15	10
2014011440	16	7
2014011440	17	11
2014011440	19	11
2014011440	20	10
2014012276	2	2
2014012276	4	3
2014012276	5	3
2014012276	6	1
2014012276	7	2
2014012276	10	7
2014012276	11	1
2014012276	14	2
2014012276	15	5
2014012276	17	6
2014012276	18	6
2014012276	19	3
2012012878	1	7
2012012878	2	9
2012012878	4	7
2012012878	6	6
2012012878	9	7
2012012878	12	6
2012012878	13	5
2012012878	14	5
2012012878	16	7
2012012878	17	3
2012012878	18	4
2012012878	19	7
2013012297	1	5
2013012297	2	1
2013012297	3	1
2013012297	7	3
2013012297	8	8
2013012297	10	3
2013012297	11	3
2013012297	14	1
2013012297	15	2
2013012297	17	1
2013012297	18	3
2013012297	20	5
2014012056	2	5
2014012056	3	1
2014012056	4	5
2014012056	5	4
2014012056	6	3
2014012056	7	5
2014012056	8	2
2014012056	10	5
2014012056	13	7
2014012056	15	7
2014012056	17	5
2014012056	20	6
2014011363	1	6
2014011363	2	6
2014011363	3	2
2014011363	4	3
2014011363	7	1
2014011363	10	4
2014011363	11	1
2014011363	13	1
2014011363	15	3
2014011363	16	2
2014011363	17	2
2014011363	20	1
2014012315	2	9
2014012315	3	4
2014012315	4	3
2014012315	5	5
2014012315	6	3
2014012315	7	2
2014012315	8	13
2014012315	10	4
2014012315	13	3
2014012315	15	5
2014012315	17	6
2014012315	20	5
2014011335	1	7
2014011335	2	7
2014011335	3	3
2014011335	5	2
2014011335	6	4
2014011335	8	2
2014011335	10	8
2014011335	11	5
2014011335	13	4
2014011335	15	6
2014011335	18	7
2014011335	19	7
2012011529	2	10
2012011529	3	3
2012011529	5	7
2012011529	6	6
2012011529	7	5
2012011529	8	7
2012011529	9	7
2012011529	12	1
2012011529	13	6
2012011529	15	11
2012011529	16	1
2012011529	18	6
2013012250	2	3
2013012250	3	2
2013012250	5	6
2013012250	6	4
2013012250	7	3
2013012250	8	8
2013012250	9	7
2013012250	12	5
2013012250	13	5
2013012250	15	3
2013012250	16	4
2013012250	18	5
2012011721	2	4
2012011721	4	6
2012011721	5	6
2012011721	7	5
2012011721	9	5
2012011721	10	5
2012011721	12	4
2012011721	13	5
2012011721	14	3
2012011721	17	3
2012011721	18	5
2012011721	20	5
2014011373	1	6
2014011373	4	5
2014011373	5	2
2014011373	7	6
2014011373	9	9
2014011373	10	2
2014011373	11	2
2014011373	12	1
2014011373	13	4
2014011373	15	4
2014011373	16	2
2014011373	19	10
2014011311	1	4
2014011311	2	2
2014011311	5	1
2014011311	6	3
2014011311	9	7
2014011311	11	3
2014011311	12	3
2014011311	13	4
2014011311	14	4
2014011311	16	1
2014011311	17	1
2014011311	20	1
2014011453	2	4
2014011453	3	3
2014011453	4	3
2014011453	7	7
2014011453	8	3
2014011453	9	6
2014011453	12	2
2014011453	13	3
2014011453	14	3
2014011453	17	7
2014011453	18	3
2014011453	20	4
2013012698	1	6
2013012698	3	1
2013012698	4	3
2013012698	5	4
2013012698	6	2
2013012698	8	4
2013012698	10	2
2013012698	11	2
2013012698	12	2
2013012698	13	4
2013012698	16	1
2013012698	19	6
2012012187	1	4
2012012187	3	1
2012012187	6	5
2012012187	9	5
2012012187	10	6
2012012187	12	1
2012012187	13	2
2012012187	15	1
2012012187	16	3
2012012187	17	4
2012012187	19	1
2012012187	20	7
2015040003	4	5
2015040003	6	6
2015040003	7	3
2015040003	9	10
2015040003	10	3
2015040003	11	2
2015040003	13	3
2015040003	15	3
2015040003	16	2
2015040003	17	5
2015040003	19	7
2015040003	20	4
2011012865	2	8
2011012865	3	2
2011012865	5	3
2011012865	8	3
2011012865	11	2
2011012865	12	3
2011012865	13	2
2011012865	14	3
2011012865	15	5
2011012865	18	4
2011012865	19	23
2011012865	20	7
2012011289	1	10
2012011289	3	8
2012011289	4	10
2012011289	5	4
2012011289	6	10
2012011289	8	8
2012011289	10	6
2012011289	11	5
2012011289	12	10
2012011289	13	5
2012011289	16	9
2012011289	19	8
2011012703	1	11
2011012703	3	3
2011012703	4	3
2011012703	8	6
2011012703	9	6
2011012703	10	5
2011012703	12	3
2011012703	14	8
2011012703	16	5
2011012703	17	6
2011012703	19	9
2011012703	20	5
2013013014	2	1
2013013014	3	3
2013013014	5	4
2013013014	8	2
2013013014	11	1
2013013014	12	1
2013013014	13	3
2013013014	14	3
2013013014	15	2
2013013014	18	4
2013013014	19	6
2013013014	20	2
2013012976	3	1
2013012976	5	1
2013012976	6	1
2013012976	8	4
2013012976	9	5
2013012976	11	2
2013012976	12	1
2013012976	14	1
2013012976	16	2
2013012976	18	3
2013012976	19	9
2013012976	20	4
2015040008	1	6
2015040008	2	2
2015040008	4	5
2015040008	5	6
2015040008	6	4
2015040008	7	6
2015040008	9	6
2015040008	10	4
2015040008	12	7
2015040008	14	3
2015040008	17	5
2015040008	18	5
2014011293	1	5
2014011293	2	5
2014011293	3	5
2014011293	7	2
2014011293	8	7
2014011293	10	4
2014011293	11	5
2014011293	14	3
2014011293	15	7
2014011293	17	2
2014011293	18	5
2014011293	20	8
2014011438	1	4
2014011438	2	5
2014011438	3	4
2014011438	6	4
2014011438	7	2
2014011438	8	3
2014011438	11	5
2014011438	13	5
2014011438	14	4
2014011438	15	5
2014011438	16	3
2014011438	18	6
2014010646	1	8
2014010646	2	4
2014010646	4	4
2014010646	5	3
2014010646	6	5
2014010646	7	4
2014010646	9	9
2014010646	10	7
2014010646	12	5
2014010646	14	5
2014010646	17	3
2014010646	18	3
2014011403	1	7
2014011403	5	4
2014011403	6	5
2014011403	8	5
2014011403	9	6
2014011403	12	2
2014011403	14	2
2014011403	15	11
2014011403	17	3
2014011403	18	6
2014011403	19	3
2014011403	20	8
2014011397	4	4
2014011397	6	7
2014011397	7	2
2014011397	9	5
2014011397	10	6
2014011397	11	4
2014011397	13	4
2014011397	15	4
2014011397	16	5
2014011397	17	5
2014011397	19	6
2014011397	20	11
2014010924	1	3
2014010924	2	3
2014010924	4	3
2014010924	5	7
2014010924	7	2
2014010924	11	1
2014010924	12	4
2014010924	14	8
2014010924	16	3
2014010924	18	3
2014010924	19	4
2014010924	20	2
2014011291	1	8
2014011291	5	4
2014011291	6	3
2014011291	8	6
2014011291	9	6
2014011291	12	2
2014011291	14	2
2014011291	15	5
2014011291	17	2
2014011291	18	3
2014011291	19	5
2014011291	20	10
2012013335	1	3
2012013335	3	1
2012013335	4	3
2012013335	5	4
2012013335	8	2
2012013335	9	6
2012013335	10	2
2012013335	12	2
2012013335	16	2
2012013335	17	7
2012013335	19	4
2012013335	20	7
2011010347	1	4
2011010347	3	2
2011010347	4	2
2011010347	5	3
2011010347	8	4
2011010347	9	2
2011010347	10	4
2011010347	12	4
2011010347	16	2
2011010347	17	6
2011010347	19	14
2011010347	20	8
2014011399	1	4
2014011399	3	2
2014011399	4	2
2014011399	7	4
2014011399	8	3
2014011399	10	4
2014011399	11	3
2014011399	13	5
2014011399	15	7
2014011399	18	3
2014011399	19	5
2014011399	20	2
2011011387	1	4
2011011387	3	3
2011011387	4	2
2011011387	7	4
2011011387	8	2
2011011387	10	4
2011011387	11	3
2011011387	13	2
2011011387	15	2
2011011387	18	3
2011011387	19	8
2011011387	20	6
2013012282	2	2
2013012282	3	1
2013012282	6	3
2013012282	7	3
2013012282	8	2
2013012282	9	6
2013012282	11	3
2013012282	14	3
2013012282	15	5
2013012282	16	5
2013012282	18	5
2013012282	19	7
2014011358	4	4
2014011358	5	4
2014011358	6	3
2014011358	7	5
2014011358	8	3
2014011358	9	5
2014011358	10	5
2014011358	11	4
2014011358	14	5
2014011358	15	5
2014011358	16	3
2014011358	17	3
2013010521	1	9
2013010521	2	4
2013010521	4	4
2013010521	5	5
2013010521	7	4
2013010521	11	6
2013010521	12	2
2013010521	14	3
2013010521	16	10
2013010521	18	3
2013010521	19	9
2013010521	20	5
2014011327	1	8
2014011327	2	6
2014011327	4	3
2014011327	6	4
2014011327	9	5
2014011327	12	7
2014011327	13	6
2014011327	14	8
2014011327	16	2
2014011327	17	4
2014011327	18	9
2014011327	19	9
2012011281	2	2
2012011281	4	3
2012011281	5	4
2012011281	7	2
2012011281	9	3
2012011281	10	2
2012011281	12	2
2012011281	13	2
2012011281	14	6
2012011281	17	1
2012011281	18	1
2012011281	20	7
2014011421	1	6
2014011421	2	5
2014011421	3	9
2014011421	4	7
2014011421	7	8
2014011421	10	11
2014011421	11	6
2014011421	13	4
2014011421	15	7
2014011421	16	11
2014011421	17	5
2014011421	20	7
2013011416	3	1
2013011416	5	1
2013011416	6	4
2013011416	8	4
2013011416	9	6
2013011416	11	1
2013011416	12	1
2013011416	14	3
2013011416	16	2
2013011416	18	3
2013011416	19	5
2013011416	20	4
2014011426	1	4
2014011426	4	6
2014011426	5	5
2014011426	7	3
2014011426	9	4
2014011426	10	6
2014011426	11	2
2014011426	12	4
2014011426	13	3
2014011426	15	5
2014011426	16	5
2014011426	19	5
2014012086	5	3
2014012086	6	4
2014012086	7	6
2014012086	8	3
2014012086	9	6
2014012086	10	6
2014012086	11	4
2014012086	14	4
2014012086	15	8
2014012086	16	2
2014012086	17	2
2014012079	2	5
2014012079	4	4
2014012079	5	4
2014012079	6	4
2014012079	7	6
2014012079	10	7
2014012079	11	6
2014012079	14	5
2014012079	15	5
2014012079	17	4
2014012079	18	5
2014012079	19	12
2014011366	2	1
2014011366	3	1
2014011366	4	3
2014011366	7	4
2014011366	8	5
2014011366	9	1
2014011366	12	2
2014011366	13	1
2014011366	14	6
2014011366	17	8
2014011366	18	2
2014011366	20	7
2013011665	1	11
2013011665	3	9
2013011665	4	10
2013011665	8	11
2013011665	9	16
2013011665	10	9
2013011665	12	7
2013011665	14	6
2013011665	16	7
2013011665	17	3
2013011665	19	11
2013011665	20	7
2013011333	1	12
2013011333	2	3
2013011333	5	6
2013011333	6	5
2013011333	9	10
2013011333	11	6
2013011333	12	5
2013011333	13	5
2013011333	14	8
2013011333	16	9
2013011333	17	8
2013011333	20	9
2014011369	1	2
2014011369	2	2
2014011369	3	3
2014011369	5	5
2014011369	6	5
2014011369	8	3
2014011369	10	5
2014011369	11	3
2014011369	13	4
2014011369	15	6
2014011369	18	6
2014011369	19	1
