id	idx	taskidx	option	temporal	status
741	19	11	MIDSAT	HIGH	0
742	44	11	MIDSAT	LOW	0
743	19	12	HIDDEN	HIGH	0
744	44	12	HIDDEN	LOW	0
745	19	13	SAT	HIGH	0
746	44	13	SAT	LOW	0
747	19	14	HIDDEN	HIGH	0
748	44	14	HIDDEN	LOW	0
749	19	15	SAT	HIGH	0
750	44	15	SAT	LOW	0
751	19	16	SAT	HIGH	0
752	44	16	SAT	LOW	0
753	19	17	MIDSAT	HIGH	0
754	44	17	MIDSAT	LOW	0
755	19	18	HIDDEN	HIGH	0
756	44	18	HIDDEN	LOW	0
757	19	19	HIDDEN	HIGH	0
758	44	19	HIDDEN	LOW	0
759	19	20	MIDSAT	HIGH	0
760	44	20	MIDSAT	LOW	0
761	20	1	MIDSAT	HIGH	0
762	45	1	MIDSAT	LOW	0
763	20	2	HIDDEN	HIGH	0
764	45	2	HIDDEN	LOW	0
765	20	3	HIDDEN	HIGH	0
766	45	3	HIDDEN	LOW	0
767	20	4	HIDDEN	HIGH	0
768	45	4	HIDDEN	LOW	0
769	20	5	UNSAT	HIGH	0
770	45	5	UNSAT	LOW	0
771	20	6	UNSAT	HIGH	0
772	45	6	UNSAT	LOW	0
773	20	7	HIDDEN	HIGH	0
774	45	7	HIDDEN	LOW	0
775	20	8	UNSAT	HIGH	0
776	45	8	UNSAT	LOW	0
777	20	9	SAT	HIGH	0
778	45	9	SAT	LOW	0
779	20	10	HIDDEN	HIGH	0
780	45	10	HIDDEN	LOW	0
781	20	11	HIDDEN	HIGH	0
782	45	11	HIDDEN	LOW	0
783	20	12	SAT	HIGH	0
784	45	12	SAT	LOW	0
785	20	13	HIDDEN	HIGH	0
786	45	13	HIDDEN	LOW	0
787	20	14	MIDSAT	HIGH	0
788	45	14	MIDSAT	LOW	0
789	20	15	MIDSAT	HIGH	0
790	45	15	MIDSAT	LOW	0
791	20	16	HIDDEN	HIGH	0
792	45	16	HIDDEN	LOW	0
793	20	17	UNSAT	HIGH	0
794	45	17	UNSAT	LOW	0
795	20	18	SAT	HIGH	0
796	45	18	SAT	LOW	0
797	20	19	MIDSAT	HIGH	0
798	45	19	MIDSAT	LOW	0
799	20	20	SAT	HIGH	0
800	45	20	SAT	LOW	0
801	21	1	MIDSAT	HIGH	0
802	46	1	MIDSAT	LOW	0
803	21	2	UNSAT	HIGH	0
804	46	2	UNSAT	LOW	0
805	21	3	HIDDEN	HIGH	0
806	46	3	HIDDEN	LOW	0
807	21	4	HIDDEN	HIGH	0
808	46	4	HIDDEN	LOW	0
809	21	5	SAT	HIGH	0
810	46	5	SAT	LOW	0
811	21	6	UNSAT	HIGH	0
812	46	6	UNSAT	LOW	0
813	21	7	HIDDEN	HIGH	0
814	46	7	HIDDEN	LOW	0
815	21	8	HIDDEN	HIGH	0
816	46	8	HIDDEN	LOW	0
817	21	9	UNSAT	HIGH	0
818	46	9	UNSAT	LOW	0
819	21	10	HIDDEN	HIGH	0
820	46	10	HIDDEN	LOW	0
821	21	11	SAT	HIGH	0
822	46	11	SAT	LOW	0
823	21	12	UNSAT	HIGH	0
824	46	12	UNSAT	LOW	0
825	21	13	MIDSAT	HIGH	0
826	46	13	MIDSAT	LOW	0
827	21	14	SAT	HIGH	0
828	46	14	SAT	LOW	0
829	21	15	HIDDEN	HIGH	0
830	46	15	HIDDEN	LOW	0
831	21	16	MIDSAT	HIGH	0
832	46	16	MIDSAT	LOW	0
833	21	17	SAT	HIGH	0
834	46	17	SAT	LOW	0
835	21	18	HIDDEN	HIGH	0
836	46	18	HIDDEN	LOW	0
837	21	19	HIDDEN	HIGH	0
838	46	19	HIDDEN	LOW	0
839	21	20	MIDSAT	HIGH	0
840	46	20	MIDSAT	LOW	0
841	22	1	UNSAT	HIGH	0
842	47	1	UNSAT	LOW	0
843	22	2	HIDDEN	HIGH	0
844	47	2	HIDDEN	LOW	0
845	22	3	SAT	HIGH	0
846	47	3	SAT	LOW	0
847	22	4	MIDSAT	HIGH	0
848	47	4	MIDSAT	LOW	0
849	22	5	HIDDEN	HIGH	0
850	47	5	HIDDEN	LOW	0
851	22	6	HIDDEN	HIGH	0
852	47	6	HIDDEN	LOW	0
853	22	7	HIDDEN	HIGH	0
854	47	7	HIDDEN	LOW	0
855	22	8	SAT	HIGH	0
856	47	8	SAT	LOW	0
857	22	9	MIDSAT	HIGH	0
858	47	9	MIDSAT	LOW	0
859	22	10	SAT	HIGH	0
860	47	10	SAT	LOW	0
861	22	11	HIDDEN	HIGH	0
862	47	11	HIDDEN	LOW	0
863	22	12	MIDSAT	HIGH	0
864	47	12	MIDSAT	LOW	0
865	22	13	HIDDEN	HIGH	0
866	47	13	HIDDEN	LOW	0
867	22	14	MIDSAT	HIGH	0
868	47	14	MIDSAT	LOW	0
869	22	15	HIDDEN	HIGH	0
870	47	15	HIDDEN	LOW	0
871	22	16	UNSAT	HIGH	0
872	47	16	UNSAT	LOW	0
873	22	17	UNSAT	HIGH	0
874	47	17	UNSAT	LOW	0
875	22	18	HIDDEN	HIGH	0
876	47	18	HIDDEN	LOW	0
877	22	19	SAT	HIGH	0
878	47	19	SAT	LOW	0
879	22	20	UNSAT	HIGH	0
880	47	20	UNSAT	LOW	0
881	23	1	HIDDEN	HIGH	0
882	48	1	HIDDEN	LOW	0
883	23	2	SAT	HIGH	0
884	48	2	SAT	LOW	0
885	23	3	HIDDEN	HIGH	0
886	48	3	HIDDEN	LOW	0
887	23	4	SAT	HIGH	0
888	48	4	SAT	LOW	0
889	23	5	MIDSAT	HIGH	0
890	48	5	MIDSAT	LOW	0
891	23	6	SAT	HIGH	0
892	48	6	SAT	LOW	0
893	23	7	SAT	HIGH	0
894	48	7	SAT	LOW	0
895	23	8	HIDDEN	HIGH	0
896	48	8	HIDDEN	LOW	0
897	23	9	HIDDEN	HIGH	0
898	48	9	HIDDEN	LOW	0
899	23	10	MIDSAT	HIGH	0
900	48	10	MIDSAT	LOW	0
901	23	11	UNSAT	HIGH	0
902	48	11	UNSAT	LOW	0
903	23	12	HIDDEN	HIGH	0
904	48	12	HIDDEN	LOW	0
905	23	13	HIDDEN	HIGH	0
906	48	13	HIDDEN	LOW	0
907	23	14	UNSAT	HIGH	0
908	48	14	UNSAT	LOW	0
909	23	15	UNSAT	HIGH	0
910	48	15	UNSAT	LOW	0
911	23	16	HIDDEN	HIGH	0
912	48	16	HIDDEN	LOW	0
913	23	17	MIDSAT	HIGH	0
914	48	17	MIDSAT	LOW	0
915	23	18	UNSAT	HIGH	0
916	48	18	UNSAT	LOW	0
917	23	19	MIDSAT	HIGH	0
918	48	19	MIDSAT	LOW	0
919	23	20	HIDDEN	HIGH	0
920	48	20	HIDDEN	LOW	0
921	24	1	SAT	HIGH	0
922	49	1	SAT	LOW	0
923	24	2	HIDDEN	HIGH	0
924	49	2	HIDDEN	LOW	0
925	24	3	MIDSAT	HIGH	0
926	49	3	MIDSAT	LOW	0
927	24	4	UNSAT	HIGH	0
928	49	4	UNSAT	LOW	0
929	24	5	HIDDEN	HIGH	0
930	49	5	HIDDEN	LOW	0
931	24	6	HIDDEN	HIGH	0
932	49	6	HIDDEN	LOW	0
933	24	7	UNSAT	HIGH	0
934	49	7	UNSAT	LOW	0
935	24	8	MIDSAT	HIGH	0
936	49	8	MIDSAT	LOW	0
937	24	9	HIDDEN	HIGH	0
938	49	9	HIDDEN	LOW	0
939	24	10	UNSAT	HIGH	0
940	49	10	UNSAT	LOW	0
941	24	11	MIDSAT	HIGH	0
942	49	11	MIDSAT	LOW	0
943	24	12	HIDDEN	HIGH	0
944	49	12	HIDDEN	LOW	0
945	24	13	SAT	HIGH	0
946	49	13	SAT	LOW	0
947	24	14	HIDDEN	HIGH	0
948	49	14	HIDDEN	LOW	0
949	24	15	SAT	HIGH	0
950	49	15	SAT	LOW	0
951	24	16	HIDDEN	HIGH	0
952	49	16	HIDDEN	LOW	0
953	24	17	HIDDEN	HIGH	0
954	49	17	HIDDEN	LOW	0
955	24	18	MIDSAT	HIGH	0
956	49	18	MIDSAT	LOW	0
957	24	19	UNSAT	HIGH	0
958	49	19	UNSAT	LOW	0
959	24	20	SAT	HIGH	0
960	49	20	SAT	LOW	0
961	25	1	HIDDEN	HIGH	0
962	50	1	HIDDEN	LOW	0
963	25	2	MIDSAT	HIGH	0
964	50	2	MIDSAT	LOW	0
965	25	3	UNSAT	HIGH	0
966	50	3	UNSAT	LOW	0
967	25	4	HIDDEN	HIGH	0
968	50	4	HIDDEN	LOW	0
969	25	5	UNSAT	HIGH	0
970	50	5	UNSAT	LOW	0
971	25	6	MIDSAT	HIGH	0
972	50	6	MIDSAT	LOW	0
973	25	7	MIDSAT	HIGH	0
974	50	7	MIDSAT	LOW	0
975	25	8	UNSAT	HIGH	0
976	50	8	UNSAT	LOW	0
977	25	9	SAT	HIGH	0
978	50	9	SAT	LOW	0
979	25	10	HIDDEN	HIGH	0
980	50	10	HIDDEN	LOW	0
981	25	11	HIDDEN	HIGH	0
982	50	11	HIDDEN	LOW	0
983	25	12	SAT	HIGH	0
984	50	12	SAT	LOW	0
985	25	13	UNSAT	HIGH	0
986	50	13	UNSAT	LOW	0
987	25	14	HIDDEN	HIGH	0
988	50	14	HIDDEN	LOW	0
989	25	15	MIDSAT	HIGH	0
990	50	15	MIDSAT	LOW	0
991	25	16	SAT	HIGH	0
992	50	16	SAT	LOW	0
993	25	17	HIDDEN	HIGH	0
994	50	17	HIDDEN	LOW	0
995	25	18	SAT	HIGH	0
996	50	18	SAT	LOW	0
997	25	19	HIDDEN	HIGH	0
998	50	19	HIDDEN	LOW	0
999	25	20	HIDDEN	HIGH	0
1000	50	20	HIDDEN	LOW	0
1001	51	1	MIDSAT	HIGH	0
1002	51	2	MIDSAT	HIGH	0
1003	51	3	UNSAT	HIGH	0
1004	51	4	UNSAT	HIGH	0
1005	51	5	SAT	HIGH	0
1006	51	6	MIDSAT	HIGH	0
1007	51	7	MIDSAT	HIGH	0
1008	51	8	SAT	HIGH	0
1009	51	9	SAT	HIGH	0
1010	51	10	SAT	HIGH	0
1011	51	11	MIDSAT	HIGH	0
1012	51	12	SAT	HIGH	0
1013	51	13	SAT	HIGH	0
1014	51	14	UNSAT	HIGH	0
1015	51	15	MIDSAT	HIGH	0
1016	51	16	UNSAT	HIGH	0
1017	51	17	UNSAT	HIGH	0
1018	51	18	MIDSAT	HIGH	0
1019	51	19	MIDSAT	HIGH	0
1020	51	20	SAT	HIGH	0
1021	52	1	UNSAT	LOW	0
1022	52	2	UNSAT	LOW	0
1023	52	3	MIDSAT	LOW	0
1024	52	4	UNSAT	LOW	0
1025	52	5	SAT	LOW	0
1026	52	6	SAT	LOW	0
1027	52	7	UNSAT	LOW	0
1028	52	8	SAT	LOW	0
1029	52	9	UNSAT	LOW	0
1030	52	10	UNSAT	LOW	0
1031	52	11	MIDSAT	LOW	0
1032	52	12	UNSAT	LOW	0
1033	52	13	MIDSAT	LOW	0
1034	52	14	MIDSAT	LOW	0
1035	52	15	SAT	LOW	0
1036	52	16	UNSAT	LOW	0
1037	52	17	UNSAT	LOW	0
1038	52	18	SAT	LOW	0
1039	52	19	SAT	LOW	0
1040	52	20	SAT	LOW	0
1041	53	21	SAT	HIGH	0
1042	54	21	SAT	LOW	0
